,giraffe,carrot,bird,skateboard,person,toothbrush,diningtable,chair,suitcase,backpack,train,car,cup,bear,sandwich,handbag,donut,apple,bowl,bottle,sofa,dog,bench,truck,vase,pottedplant,motorbike,bicycle,broccoli,clock,traffic light,bus,bed,wine glass,aeroplane,pizza,cake,cell phone,remote,tvmonitor,laptop,microwave,umbrella,book,toilet,sports ball,tie,cat,banana,boat,teddy bear,surfboard,spoon,knife,horse,fork,sink,tennis racket,skis,mouse,kite,scissors,keyboard,fire hydrant,elephant,snowboard,cow,sheep,frisbee,orange,refrigerator,stop sign,oven,hot dog,baseball bat,baseball glove,parking meter,zebra
bicycle,0.0,0.0,-0.0009661315105494594,0.0,-0.02586291517962759,0.0,-0.0005299089317315649,-0.0017232040827074762,-0.0004446722237567987,-0.0016294748062721527,0.0,-0.0069660123689425455,-0.0005400355329758976,0.0,0.0,-0.001982582022386874,0.0,0.0,0.0,-0.0018739825578648016,0.0,-0.0009579789398251432,-0.001720635332997453,-0.0012045539482625981,0.0,-0.000484934016900612,-0.0020311362298101204,0.0,0.0,-0.0008585772742671943,-0.0011255050491483537,-0.00046000070083294725,0.0,0.0,0.0,0.0,-0.0008956598114677538,-0.00047942735254113034,0.0,-0.0004901230425327373,0.0,0.0,-0.001155750489932246,0.0,0.0,0.0,-0.0005221018964615372,0.0,0.0,-0.0008630955719601802,0.0,0.0,0.0,0.0,0.0,-0.00044402716936297053,0.0,0.0,0.0,0.0,0.0,-0.00044139969211179965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004322884049971436,0.0
broccoli,0.0,0.0,0.0,0.0,-0.0007536370639239468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004589099638103301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004687740621651598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clock,0.0,0.0,-0.0005475118701588384,0.0,-0.017296555493676296,0.0,0.0,-0.002962270385620327,0.0,-0.0004754075163086465,0.0,-0.0034977698630757397,-0.0013301323724891222,0.0,0.0,-0.000866045956154489,-0.0004420637888721364,-0.0004578058431775744,-0.0008899860503507245,-0.0005223733437340492,-0.0004836928289106601,-0.0009623157618496299,-0.000492797944023352,0.0,-0.0008467588447687947,-0.001966325493202295,0.0,-0.0008585772742671943,0.0,0.0,-0.0004785494460401526,-0.0010992184935760035,0.0,-0.0008233080137682683,0.0,0.0,0.0,0.0,-0.0004484483597325957,-0.0011851863864362215,0.0,-0.0004478299057338769,-0.00048816251394595545,-0.0005010658241483935,0.0,0.0,-0.0009248151348373205,0.0,0.0,-0.0008703827781789756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004478299057338769,-0.00045440979098799035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004472071717426438,0.0,-0.00044467222375679875,0.0,0.0,0.0,0.0,0.0
traffic light,0.0,0.0,-0.0005384627265983254,0.0,-0.017261608534614847,0.0,0.0,0.0,-0.0009673856578213201,0.0,-0.0004496726602865216,-0.010258609926973998,0.0,0.0,0.0,-0.0008323536062781015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001963962652601306,0.0,-0.0004707197531588758,0.0,-0.0011255050491483537,0.0,-0.0004785494460401526,0.0,-0.002187126518809703,0.0,0.0,-0.0004578058431775744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008147590469753224,-0.00048534397069669415,0.0,0.0,-0.0005129527196428226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004179241338199741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004125769350014013,0.0,0.0,0.0,-0.0004049140349437834,0.0
bus,0.0,0.0,0.0,0.0,-0.013096447689172543,0.0,0.0,-0.0005435305238259169,-0.0003943153635088528,0.0,-0.0007368567555515343,-0.00736690089527973,0.0,0.0,0.0,-0.0008057836433867014,0.0,0.0,0.0,0.0,0.0,0.0,-0.00046161241023333696,-0.0023171966704711245,0.0,0.0,-0.0004277503996316354,-0.00046000070083294725,0.0,-0.0010992184935760035,-0.002187126518809703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bed,0.0,0.0,-0.0009782962349501663,0.0,-0.02268131737329498,0.0,-0.0005370923746949848,-0.002080884015695254,-0.0004621432949743779,0.0,0.0,-0.0005889813426018554,-0.0005464811062809686,0.0,0.0,-0.000502429254817034,0.0,0.0,-0.0009023599539618338,-0.0005276371074955544,-0.003216692329960525,-0.005562930717822938,-0.0005000295205344675,0.0,-0.0004935478208846085,-0.0004964863580009635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004828557558734681,0.0,0.0,0.0,-0.0008585772742671943,0.0,-0.0005010658241483935,-0.001179550396598674,0.0,0.0,-0.0030048789507280374,0.0,0.0,-0.0005299089317315649,-0.0055875220147717985,0.0,0.0,-0.0008269809862565626,0.0,0.0,0.0,0.0,0.0,-0.0004572486605763037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine glass,0.0,0.0,0.0,0.0,-0.019200486708372867,-0.00039762805793184543,-0.006381698158344344,-0.005554731641901296,0.0,-0.0004478299057338769,0.0,0.0,-0.007477054786404013,0.0,0.0,-0.0008233080137682683,0.0,0.0,-0.0031841792715913675,-0.004445201225134124,-0.001080154991223636,-0.0005316370861305615,0.0,0.0,-0.0021959558522402505,-0.0011007479826974857,0.0,0.0,0.0,-0.0008233080137682683,0.0,0.0,-0.0004828557558734681,0.0,0.0,0.0,-0.0008675032062638418,-0.0004589099638103301,-0.0004088270298092328,-0.0013896264594765032,-0.0004594569849636084,-0.00040786461739883526,0.0,-0.00048115788092481493,0.0,0.0,-0.0015405857381418308,0.0,0.0,0.0,0.0,0.0,-0.0004229713277955922,-0.0016623235226587612,0.0,-0.0006985627279660646,-0.00040390860881239446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00040689180032835783,0.0,-0.0006810383575844976,0.0,0.0,0.0,0.0,0.0
aeroplane,0.0,0.0,-0.0025435240638372303,0.0,-0.008503972222498572,0.0,-0.0005215565329582805,-0.0005493380034567609,0.0,0.0,-0.0004496726602865216,-0.0014451822187804687,-0.0005326099032010391,0.0,0.0,-0.0004785494460401526,0.0,0.0,0.0,-0.0005102025486349788,0.0,-0.0005340496891586059,0.0,-0.0014552510637396024,0.0,0.0,-0.0004472071717426438,0.0,0.0,0.0,-0.0004578058431775744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008375704760474261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004179241338199741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pizza,0.0,-0.0003273271087668843,-0.0005229137940229191,0.0,-0.003045304243520485,0.0,-0.0015107358760593208,-0.0009466563760870762,0.0,-0.00040689180032835783,0.0,0.0,-0.0009070807336160893,0.0,0.0,0.0,0.0,0.0,-0.00046526446459445255,-0.000851579742089707,0.0,-0.0005176435380928312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00082423330837826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00031992693795459496,0.0,0.0,0.0,0.0,0.0
cake,0.0,-0.0004754075163086465,0.0,0.0,-0.01014626770940798,0.0,-0.008127718571255927,-0.0033218322708249357,0.0,0.0,0.0,0.0,-0.004643774986253177,-0.00048115788092481493,-0.0014008171684011974,0.0,-0.0008195585155404554,-0.0008426403720191163,-0.0024365646251586675,-0.0022482198687501713,0.0,0.0,0.0,0.0,-0.0012196955301894525,0.0,0.0,-0.0008956598114677538,-0.0004687740621651598,0.0,0.0,0.0,0.0,-0.0008675032062638418,0.0,-0.00082423330837826,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005073656680764641,0.0,0.0,-0.00048816251394595545,0.0,0.0,-0.0004781072598795813,0.0,-0.0008555007992632708,0.0,-0.0011545035865246258,-0.0011390734379131036,0.0,-0.0014134478963095103,0.0,0.0,0.0,0.0,0.0,0.0,-0.00048115788092481493,-0.0004767675125121962,0.0,0.0,0.0,0.0,0.0,-0.0011481811872963079,0.0,0.0,0.0,0.0,0.0,-0.0004697521663887631,0.0,0.0
cell phone,0.0,0.0,0.0,0.0,-0.025549825785483916,0.0,-0.0027012982529316517,-0.003695369691670339,0.0,-0.001343183461278454,0.0,-0.0014502440065997909,-0.003282693655712842,0.0,0.0,-0.0011545035865246258,0.0,0.0,-0.0004972062394611521,-0.002613865185418903,-0.001114136880692457,0.0,0.0,0.0,0.0,0.0,-0.00045440979098799035,-0.00047942735254113034,0.0,0.0,0.0,0.0,-0.0008585772742671943,-0.0004589099638103301,0.0,0.0,0.0,0.0,-0.0007307555134610671,-0.002359143153418286,-0.0024570283771857557,-0.0004269713064305993,0.0,-0.0030178406449696154,0.0,0.0,-0.0021315756913261115,0.0,0.0,0.0,0.0,0.0,-0.0007540096719205302,-0.0007368567555515343,0.0,-0.00043004800621898045,0.0,0.0,0.0,-0.0014223192261457593,0.0,0.0,-0.0014518329859252125,0.0,0.0,0.0,0.0,0.0,-0.0004245927176545572,0.0,-0.0004261854088360025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remote,0.0,0.0,0.0,-0.0003520222267099924,-0.006364625112389385,0.0,0.0,-0.0009489785941804638,0.0,-0.00041165400688413417,0.0,0.0,-0.0012554973537047091,0.0,0.0,0.0,0.0,-0.000371378960230819,0.0,-0.0004901230425327373,-0.0007307555134610671,-0.0005190606493110566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004484483597325957,0.0,0.0,0.0,-0.0004088270298092328,0.0,0.0,0.0,-0.0007307555134610671,0.0,-0.0010412709715467879,-0.0009889935155573597,0.0,0.0,-0.0007908664005529451,0.0,0.0,0.0,-0.0004968470186144377,-0.00035020429210029936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00030300511382943163,0.0,-0.0007484717148132226,0.0,0.0,-0.0003622200747534554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tvmonitor,0.0,0.0,0.0,-0.0004484483597325957,-0.02529873365651647,0.0,-0.002494030585170053,-0.007190867919041493,-0.0004484483597325957,-0.0011241099343750856,0.0,-0.0005858236606247773,-0.004037226800061066,0.0,0.0,-0.0011851863864362215,0.0,0.0,-0.0012216517279364425,-0.0029120940591587617,-0.000839276359958979,-0.0022886308599117475,-0.0008578130718229485,0.0,0.0,-0.001165523651634026,0.0,-0.0004901230425327373,0.0,-0.0011851863864362215,0.0,0.0,-0.0005010658241483935,-0.0013896264594765032,0.0,0.0,0.0,-0.002359143153418286,-0.0010412709715467879,0.0,-0.004494330394288168,-0.000445312686977249,0.0,-0.0027176833499746767,0.0,0.0,-0.0009226915773944778,0.0,0.0,0.0,0.0,0.0,-0.00045555610843399326,-0.0004484483597325957,0.0,-0.0004478299057338769,0.0,0.0,0.0,-0.0026832430304558627,0.0,0.0,-0.0028764604628814553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004446722237567987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laptop,0.0,0.0,0.0,0.0,-0.020483642606156767,0.0,-0.0024495909399847964,-0.005836982606923219,0.0,0.0,0.0,0.0,-0.00396363013576363,0.0,0.0,-0.0004841084633798668,0.0,0.0,0.0,-0.0032821211967804364,-0.0004707197531588758,-0.0019613379139526974,-0.00048115788092481493,0.0,0.0,-0.0004767675125121962,0.0,0.0,0.0,0.0,0.0,0.0,-0.001179550396598674,-0.0004594569849636084,0.0,0.0,0.0,-0.0024570283771857557,-0.0009889935155573597,-0.004494330394288168,0.0,0.0,0.0,-0.0035424939921988832,0.0,0.0,-0.0012537724014599224,-0.0015783845089571223,0.0,0.0,0.0,0.0,-0.0007553679380296604,-0.0004315477859800901,0.0,0.0,0.0,0.0,0.0,-0.002477333044171902,0.0,0.0,-0.0022870529951089223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microwave,0.0,0.0,0.0,0.0,-0.0054677091233694295,0.0,-0.0012147421048313502,-0.001959030608829455,0.0,0.0,0.0,-0.0005717960983350446,-0.0012546362553420437,0.0,0.0,0.0,0.0,-0.00036991576209604167,-0.001370165568170726,-0.0011726281171205843,-0.0007291973270589948,0.0,0.0,0.0,-0.0007368567555515343,-0.0014589185420163398,0.0,0.0,0.0,-0.0004478299057338769,0.0,0.0,0.0,-0.00040786461739883526,0.0,0.0,0.0,-0.0004269713064305993,0.0,-0.000445312686977249,0.0,0.0,0.0,-0.0004572486605763037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006992532616158985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005521556618615346,0.0,-0.0009241985664067067,0.0,0.0,0.0,0.0,0.0
umbrella,0.0,0.0,-0.0005435305238259169,0.0,-0.024990402053927194,0.0,0.0,-0.002045091416171294,-0.0007526410766923795,-0.0008078172176247889,0.0,-0.005101638374942501,0.0,0.0,0.0,-0.002408356681941198,0.0,0.0,0.0,-0.0012546362553420437,0.0,0.0,-0.0014423947395779614,-0.0004972062394611521,0.0,-0.00048115788092481493,-0.0004605411511218173,-0.001155750489932246,0.0,-0.00048816251394595545,-0.0008147590469753224,0.0,0.0,0.0,0.0,0.0,-0.0005073656680764641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005196213034774056,-0.0005221018964615372,0.0,0.0,0.0,-0.0004337516031319209,0.0,0.0,-0.00045440979098799035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004315477859800901,0.0,0.0,0.0,0.0,0.0,-0.0004344743757133359,0.0,0.0,0.0,0.0,0.0,-0.00042539258694433013,0.0
book,0.0,0.0,0.0,0.0,-0.023572762011671092,0.0,-0.0016456871526716065,-0.005190902234223994,0.0,-0.0014307559811354395,0.0,-0.0005884626973470412,-0.0025938203381108667,0.0,0.0,-0.001781205161219741,0.0,0.0,-0.0005123487931973994,-0.002715926167979583,-0.0028292560772719016,-0.0020103501893795257,-0.0008725126184825846,-0.0005089527410078153,-0.0004920417656020094,-0.0014811351928101634,0.0,0.0,0.0,-0.0005010658241483935,-0.00048534397069669415,0.0,-0.0030048789507280374,-0.00048115788092481493,0.0,0.0,0.0,-0.0030178406449696154,-0.0007908664005529451,-0.0027176833499746767,-0.0035424939921988832,-0.0004572486605763037,0.0,0.0,0.0,-0.00047167704625750406,-0.0019204075719182665,-0.0019316095658090822,0.0,0.0,-0.0013971254559321292,-0.00045612383714750573,-0.0004662812517134964,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015704258595294243,0.0,0.0,-0.001811788899983118,0.0,-0.00045440979098799035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004496726602865216,0.0,0.0,0.0
toilet,0.0,0.0,0.0,0.0,-0.001382653259199073,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005697383109775659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00048452218687924855,0.0,-0.0005150351032081688,0.0,-0.00045440979098799035,-0.0004204831129723663,-0.0004269713064305993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000491661280034699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sports ball,0.0,0.0,0.0,0.0,-0.013094661748843625,0.0,-0.0005126512630707644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00040390860881239446,0.0,-0.0005000295205344675,0.0,-0.0009279542156729801,0.0,-0.0004754075163086465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00048816251394595545,0.0,0.0,0.0,0.0,0.0,0.0,-0.00047167704625750406,0.0,0.0,-0.0005031033006848607,0.0,0.0,0.0,-0.0007128251902452224,0.0,0.0,0.0,-0.00041617680313905074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00038100481459527215,-0.0003987057319214715,0.0,-0.0003848345288415419,0.0,0.0,0.0,-0.0007995583699842463,0.0,0.0
tie,0.0,0.0,0.0,0.0,-0.05680413355343754,-0.0004893439493317012,-0.0026444639967148683,-0.006896912841286229,0.0,-0.0005108210026336976,0.0,-0.0018937799018963158,-0.0037955619707795984,0.0,0.0,-0.002701298252931652,0.0,0.0,0.0,-0.0036216841667176094,0.0,-0.0009990137172867437,0.0,0.0,-0.0015727338621315653,-0.0009156116863551488,-0.0005073656680764641,-0.0005221018964615372,0.0,-0.0009248151348373205,-0.0005129527196428226,0.0,-0.0005299089317315649,-0.0015405857381418308,0.0,0.0,0.0,-0.0021315756913261115,0.0,-0.0009226915773944778,-0.0012537724014599224,0.0,-0.0005196213034774056,-0.0019204075719182665,0.0,-0.0005031033006848607,0.0,-0.0005487334007168397,0.0,0.0,-0.0005047666512359363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004972062394611521,-0.0004935478208846085,0.0,0.0,0.0,0.0,0.0,0.0,-0.000492797944023352,-0.000493173663577971,0.0,0.0,0.0,0.0,0.0,0.0
cat,0.0,0.0,-0.0005666435093974566,0.0,-0.012088168190136863,0.0,-0.0013672372488166646,-0.0027973350303384615,-0.00149412036566135,0.0,0.0,-0.0010737238799826676,-0.001000059041068935,-0.0005003762828233175,0.0,0.0,0.0,0.0,-0.0013105275926265656,-0.0005468948297803505,-0.005300110495238014,-0.007205316304737807,-0.0009258675904986941,0.0,-0.000520455788925559,-0.0005226439746225541,0.0,0.0,0.0,0.0,0.0,0.0,-0.0055875220147717985,0.0,0.0,0.0,0.0,0.0,-0.0004968470186144377,0.0,-0.0015783845089571223,0.0,-0.0005221018964615372,-0.0019316095658090822,-0.000491661280034699,0.0,-0.0005487334007168397,0.0,0.0,0.0,-0.0005076853298783509,0.0,-0.000502429254817034,0.0,0.0,0.0,-0.0004950290840047446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008555007992632708
banana,0.0,0.0,0.0,0.0,-0.00405264182175333,0.0,-0.0005050956633121632,-0.0005375514813164097,0.0,0.0,0.0,0.0,-0.000911680841054141,0.0,0.0,0.0,0.0,-0.00037563099702111373,-0.0004692644432294597,-0.001177262636230374,0.0,0.0,-0.00044594862391804743,0.0,-0.0004337516031319209,-0.0004393774788613669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004781072598795813,0.0,-0.00035020429210029936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003445191574272559,0.0,0.0,0.0,-0.00035555149091887224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003684283777757672,0.0,0.0,0.0,-0.00031186321450550944,0.0,0.0,0.0,0.0
boat,0.0,0.0,-0.0016959524596585438,0.0,-0.017961208416781446,0.0,0.0,-0.0005584968889341247,0.0,0.0,-0.00047494957790250315,-0.002211640306582094,0.0,0.0,0.0,-0.0004975640319905897,0.0,0.0,-0.000509266824058276,-0.0005239850531344388,0.0,-0.0005448069239871654,0.0,-0.0008867549149927481,0.0,-0.0004912791788125761,-0.00047309415747572947,-0.0008630955719601802,0.0,-0.0008703827781789756,0.0,0.0,0.0,0.0,-0.0008375704760474261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001054260960301633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004538311092341624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teddy bear,0.0,0.0,0.0,0.0,-0.01009443424208572,0.0,-0.0005141485472428119,-0.0005439580054023227,-0.00039653732090922826,0.0,0.0,0.0,-0.0005260900544459393,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005017501217624688,0.0,-0.0009305289291889053,0.0,0.0,-0.000452662460307067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008269809862565626,0.0,0.0,0.0,-0.0008555007992632708,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013971254559321292,0.0,-0.0007128251902452224,-0.0005047666512359363,-0.0005076853298783509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00039543320027647254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surfboard,0.0,0.0,0.0,0.0,-0.005919684214263609,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005714825624687069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004337516031319209,-0.00045612383714750573,0.0,0.0,0.0,0.0,-0.0003445191574272559,-0.001054260960301633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoon,0.0,-0.00036691599423249526,0.0,0.0,-0.004054518007797715,0.0,-0.004641934805657377,-0.0013248648081346955,0.0,0.0,0.0,-0.0005744179460887254,-0.004172198038367204,0.0,0.0,-0.0004578058431775744,0.0,0.0,-0.003747848154376868,-0.001191797837891714,-0.0004393774788613669,0.0,-0.0004538311092341624,0.0,-0.000760700755019919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004229713277955922,0.0,0.0,-0.0011545035865246258,-0.0007540096719205302,0.0,-0.00045555610843399326,-0.0007553679380296604,0.0,0.0,-0.0004662812517134964,0.0,0.0,0.0,-0.000502429254817034,0.0,0.0,0.0,0.0,0.0,-0.0012946433579402704,0.0,-0.0016843356221556657,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003848345288415419,0.0,0.0,0.0,0.0,0.0,0.0,-0.00038607571683149384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knife,0.0,0.0,0.0,0.0,-0.005468741887199088,0.0,-0.003926105772380583,-0.0028052978440515418,0.0,-0.00041529024717369386,0.0,0.0,-0.003329948457644189,0.0,-0.0003445191574272559,-0.0007770157677560173,0.0,0.0,-0.0018511273405112589,-0.0014676639769299806,0.0,0.0,0.0,0.0,-0.001006848226932653,-0.0004400566119159321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016623235226587612,0.0,0.0,-0.0011390734379131036,-0.0007368567555515343,0.0,-0.0004484483597325957,-0.0004315477859800901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012946433579402704,0.0,0.0,-0.0007752217110278084,0.0,0.0,0.0,0.0,0.0,-0.00035020429210029936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00036991576209604167,-0.0003483488716735257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
horse,0.0,0.0,0.0,0.0,-0.011996592059368812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00039977065207327605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019102105685990854,0.0,0.0,0.0,0.0,-0.0004269713064305993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00045440979098799035,0.0,0.0,-0.00041617680313905074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00038100481459527215,0.0,-0.001236061780912216,-0.0008503238423597362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003638127659349006
fork,0.0,0.0,0.0,0.0,-0.00405264182175333,0.0,-0.002978982285066161,-0.0016512247820568236,0.0,0.0,0.0,0.0,-0.0028844681696094257,0.0,0.0,0.0,0.0,0.0,-0.00205913608025517,-0.0008578130718229485,-0.00043004800621898045,0.0,0.0,0.0,-0.0004337516031319209,-0.0004393774788613669,0.0,-0.00044402716936297053,0.0,0.0,0.0,0.0,0.0,-0.0006985627279660646,0.0,0.0,-0.0014134478963095103,-0.00043004800621898045,0.0,-0.0004478299057338769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00035555149091887224,0.0,0.0,0.0,-0.0016843356221556657,-0.0007752217110278084,0.0,0.0,0.0,0.0,0.0,-0.0003538041602379489,0.0,0.0,-0.00036691599423249526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sink,0.0,0.0,0.0,0.0,-0.0025165614192253537,0.0,-0.000502429254817034,-0.0009466563760870762,0.0,0.0,0.0,0.0,-0.0009070807336160893,0.0,0.0,0.0,0.0,0.0,-0.0016021983634500366,-0.0011679126416305119,0.0,0.0,0.0,0.0,-0.0007307555134610671,-0.0004337516031319209,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004572486605763037,-0.00040390860881239446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006992532616158985,0.0,0.0,0.0,0.0,0.0,-0.0004950290840047446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00035555149091887224,-0.00032966450518578656,0.0,-0.0005151085901069862,0.0,0.0,0.0,0.0,0.0
